X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Label1,Label2,Label3,Label4,Label5,Label6,Label7
3,40,1,1,0,1,27,7,0,1,0,0,0,0,1,0,0,0
2,40,0,1,1,1,52,21,-1,1,0,0,1,0,0,0,0,0
2,40,0,1,1,0,48,21,-1,0,0,0,0,0,1,0,0,0
3,88,1,1,1,0,72,7,1,1,1,0,0,0,1,0,0,0
2,88,1,1,0,0,46,12,0,1,0,0,1,0,0,0,0,0
2,88,1,1,0,1,16,12,0,0,0,1,0,0,0,0,0,0
3,60,0,0,1,0,19,18,-1,1,0,0,0,0,1,0,0,0
3,60,0,0,1,0,21,18,-1,0,0,0,0,0,1,0,0,0
2,60,0,0,1,1,19,20,-1,1,0,0,0,1,0,0,0,0
3,70,1,1,1,0,48,6,1,1,1,0,0,0,1,0,0,0
3,70,0,1,0,0,25,11,-1,1,0,0,0,0,1,0,0,0
3,123,1,1,1,1,41,10,1,1,1,0,1,0,0,0,0,0
3,123,1,1,1,0,23,8,1,1,1,0,1,0,0,0,0,0
2,124,1,1,1,1,20,7,1,1,1,1,0,0,0,0,0,0
2,124,1,0,1,1,23,7,1,0,1,1,0,0,0,0,0,0
0,100,0,1,1,0,32,26,-1,1,0,1,0,0,0,0,0,0
2,40,0,1,1,0,17,9,-1,1,0,0,0,0,1,0,0,0
2,100,1,1,0,0,16,9,1,1,1,0,0,1,0,0,0,0
2,100,0,1,1,0,16,12,-1,1,0,1,0,0,0,0,0,0
2,80,1,1,1,0,36,13,0,1,0,0,1,0,0,0,0,0
3,46,0,1,1,1,27,22,-1,1,0,0,0,0,1,0,0,0
3,46,0,0,1,0,33,22,-1,0,0,0,0,0,0,1,0,0
4,46,1,1,1,0,33,11,1,1,1,0,0,1,0,0,0,0
2,114,0,1,1,0,18,16,-1,1,0,0,1,0,0,0,0,0
2,128,1,0,0,1,39,8,1,1,1,1,0,0,0,0,0,0
2,40,1,1,1,0,52,10,1,1,1,0,0,0,1,0,0,0
2,40,1,1,0,0,65,12,0,1,0,0,0,0,1,0,0,0
2,47,0,0,0,1,36,20,-1,1,0,0,0,1,0,0,0,0
2,121,0,1,1,1,40,12,-1,1,0,1,0,0,0,0,0,0
2,121,1,1,0,0,32,7,0,1,0,1,0,0,0,0,0,0
2,121,1,1,0,0,59,7,0,0,0,0,1,0,0,0,0,0
2,47,0,0,0,1,24,19,-1,1,0,0,0,0,1,0,0,0
2,47,0,0,0,0,38,19,-1,0,0,0,0,1,0,0,0,0
2,147,1,1,1,0,19,12,0,1,0,1,0,0,0,0,0,0
2,147,1,1,1,0,43,9,1,1,1,0,0,1,0,0,0,0
3,108,0,0,0,1,16,13,-1,1,0,0,1,0,0,0,0,0
3,108,0,1,0,0,17,13,-1,0,0,0,1,0,0,0,0,0
2,108,0,1,1,1,17,23,-1,1,0,0,1,0,0,0,0,0
3,83,1,1,1,0,22,8,1,1,1,1,0,0,0,0,0,0
2,83,1,1,0,1,40,12,0,1,0,1,0,0,0,0,0,0
0,78,0,1,1,0,25,10,-1,1,0,1,0,0,0,0,0,0
0,78,0,1,0,1,42,13,-1,1,0,1,0,0,0,0,0,0
2,40,1,0,0,1,18,9,0,1,0,0,0,0,1,0,0,0
2,40,1,0,0,1,18,9,0,0,0,0,0,1,0,0,0,0
2,89,0,1,1,0,47,22,-1,1,0,1,0,0,0,0,0,0
2,89,1,1,0,1,21,9,0,1,0,0,1,0,0,0,0,0
2,89,1,1,0,0,22,9,0,0,0,0,1,0,0,0,0,0
2,72,1,1,1,0,19,11,1,1,1,0,1,0,0,0,0,0
2,72,0,1,1,1,38,18,-1,1,0,1,0,0,0,0,0,0
3,40,1,1,1,1,21,7,1,1,1,0,0,1,0,0,0,0
3,40,1,1,1,1,47,7,1,0,1,0,0,0,1,0,0,0
2,109,0,1,1,1,24,15,-1,1,0,0,0,1,0,0,0,0
4,53,0,0,1,0,33,19,-1,1,0,0,0,0,1,0,0,0
3,53,0,1,1,0,59,15,-1,1,0,0,0,0,1,0,0,0
2,53,0,1,1,0,41,19,-1,1,0,1,0,0,0,0,0,0
4,53,0,0,1,1,34,17,-1,1,0,0,0,0,1,0,0,0
2,128,0,0,1,1,27,26,-1,1,0,1,0,0,0,0,0,0
2,128,0,0,1,0,21,26,-1,0,0,1,0,0,0,0,0,0
3,128,0,1,0,1,21,14,-1,1,0,0,0,1,0,0,0,0
3,128,0,0,0,1,26,14,-1,0,0,0,0,1,0,0,0,0
2,128,1,1,0,0,35,7,0,1,0,0,1,0,0,0,0,0
2,128,1,1,0,0,53,7,0,0,0,0,1,0,0,0,0,0
3,120,0,0,0,1,41,11,-1,1,0,0,1,0,0,0,0,0
3,120,0,0,0,0,37,11,-1,0,0,0,0,1,0,0,0,0
2,77,0,1,1,0,16,19,-1,1,0,0,0,0,1,0,0,0
3,77,0,1,1,0,40,10,-1,1,0,0,0,0,1,0,0,0
2,108,1,1,1,1,16,6,1,1,1,0,0,0,1,0,0,0
2,108,1,1,1,1,16,6,1,0,1,1,0,0,0,0,0,0
3,150,0,1,1,0,64,23,-1,1,0,0,0,1,0,0,0,0
2,150,1,1,0,0,20,7,0,1,0,1,0,0,0,0,0,0
2,134,1,1,1,0,38,12,0,1,0,1,0,0,0,0,0,0
3,47,0,1,1,0,62,11,-1,1,0,0,0,0,1,0,0,0
3,47,0,1,1,1,62,11,-1,0,0,0,0,1,0,0,0,0
2,89,0,1,1,1,21,29,-1,1,0,1,0,0,0,0,0,0
2,89,1,1,0,1,34,6,0,1,0,0,1,0,0,0,0,0
3,127,0,1,1,0,23,11,-1,1,0,0,1,0,0,0,0,0
3,90,0,1,1,0,18,18,-1,1,0,1,0,0,0,0,0,0
2,90,1,1,1,1,30,7,0,1,0,1,0,0,0,0,0,0
3,63,0,1,1,0,68,18,-1,1,0,1,0,0,0,0,0,0
2,63,1,1,1,0,40,9,1,1,1,0,1,0,0,0,0,0
2,63,0,1,1,0,45,9,-1,0,0,0,1,0,0,0,0,0
4,47,0,0,1,1,19,21,-1,1,0,0,0,0,1,0,0,0
4,47,0,0,1,1,26,21,-1,0,0,0,0,0,1,0,0,0
2,47,1,1,1,0,19,8,1,1,1,1,0,0,0,0,0,0
2,47,0,1,1,0,18,8,-1,0,0,1,0,0,0,0,0,0
3,47,0,0,1,0,63,10,-1,1,0,0,0,0,1,0,0,0
3,47,1,1,0,0,16,10,0,1,0,0,0,0,1,0,0,0
3,47,1,1,0,1,47,10,0,0,0,0,0,0,1,0,0,0
2,47,0,1,1,1,51,15,-1,1,0,0,0,0,1,0,0,0
2,80,1,1,1,0,16,8,0,1,0,0,0,1,0,0,0,0
0,62,1,1,1,0,43,6,0,1,0,1,0,0,0,0,0,0
2,47,0,0,1,0,18,21,-1,1,0,0,0,0,1,0,0,0
0,47,0,1,1,1,39,25,-1,1,0,1,0,0,0,0,0,0
2,47,0,1,1,0,75,15,-1,1,0,1,0,0,0,0,0,0
5,47,0,1,1,1,34,18,-1,1,0,0,0,1,0,0,0,0
5,47,0,0,1,1,27,18,-1,0,0,0,0,0,1,0,0,0
2,105,0,1,1,1,74,19,-1,1,0,1,0,0,0,0,0,0
2,91,1,0,1,0,19,9,1,1,1,1,0,0,0,0,0,0
2,91,1,1,1,1,27,9,1,0,1,1,0,0,0,0,0,0
2,65,0,1,1,1,39,13,-1,1,0,0,1,0,0,0,0,0
2,65,0,1,0,1,36,16,-1,1,0,0,0,0,1,0,0,0
2,65,0,1,0,1,27,12,-1,1,0,0,0,0,1,0,0,0
2,65,0,1,0,0,28,12,-1,0,0,0,0,0,1,0,0,0
2,65,0,1,1,1,20,23,-1,1,0,1,0,0,0,0,0,0
2,65,0,1,1,0,20,23,-1,0,0,1,0,0,0,0,0,0
0,114,1,1,1,0,52,9,0,1,0,1,0,0,0,0,0,0
2,99,0,1,1,1,22,13,-1,1,0,1,0,0,0,0,0,0
2,99,0,1,1,0,49,13,-1,0,0,1,0,0,0,0,0,0
5,51,0,0,1,1,25,13,-1,1,0,0,0,0,0,1,0,0
5,51,0,0,1,1,32,13,-1,0,0,0,0,0,0,1,0,0
4,69,0,0,1,1,29,20,-1,1,0,0,0,0,1,0,0,0
3,69,0,1,0,1,21,13,-1,1,0,0,0,1,0,0,0,0
3,69,0,1,0,0,22,13,-1,0,0,0,0,0,1,0,0,0
3,69,0,1,1,1,49,13,-1,1,0,0,0,1,0,0,0,0
2,47,1,0,1,0,22,13,1,1,1,0,0,1,0,0,0,0
2,47,0,0,1,0,24,13,-1,0,0,0,0,1,0,0,0,0
2,47,0,0,1,1,55,15,-1,1,0,0,0,0,1,0,0,0
2,69,0,1,1,0,77,19,-1,1,0,1,0,0,0,0,0,0
2,69,0,1,1,0,79,19,-1,0,0,1,0,0,0,0,0,0
4,47,0,0,1,1,34,32,-1,1,0,0,0,0,1,0,0,0
3,40,0,1,1,1,35,10,-1,1,0,1,0,0,0,0,0,0
2,40,1,1,1,0,16,6,1,1,1,0,0,0,1,0,0,0
2,47,0,1,1,0,39,13,-1,1,0,0,1,0,0,0,0,0
3,47,0,1,1,1,20,16,-1,1,0,0,0,0,1,0,0,0
3,47,0,1,1,0,19,16,-1,0,0,0,0,0,1,0,0,0
2,40,1,1,1,0,51,7,0,1,0,0,0,0,1,0,0,0
2,114,0,1,1,1,17,15,-1,1,0,0,1,0,0,0,0,0
2,114,1,1,0,1,36,6,0,1,0,1,0,0,0,0,0,0
2,114,1,1,0,1,29,6,0,0,0,1,0,0,0,0,0,0
2,40,1,1,1,0,48,8,1,1,1,0,0,0,1,0,0,0
2,40,0,1,0,1,47,27,-1,1,0,1,0,0,0,0,0,0
2,99,1,1,1,1,28,7,1,1,1,0,0,1,0,0,0,0
2,99,1,0,1,0,29,7,1,0,1,0,1,0,0,0,0,0
2,99,1,1,0,1,64,6,0,1,0,1,0,0,0,0,0,0
2,99,1,1,0,0,62,6,0,0,0,1,0,0,0,0,0,0
2,84,0,1,1,0,18,17,-1,1,0,0,1,0,0,0,0,0
2,84,0,1,1,0,39,17,-1,0,0,0,1,0,0,0,0,0
2,141,0,1,0,1,84,16,-1,1,0,1,0,0,0,0,0,0
2,141,0,1,0,0,73,16,-1,0,0,1,0,0,0,0,0,0
2,141,0,0,1,0,39,9,-1,1,0,0,1,0,0,0,0,0
2,93,0,1,1,1,22,18,-1,1,0,1,0,0,0,0,0,0
2,93,0,0,1,1,17,18,-1,0,0,0,1,0,0,0,0,0
2,104,1,1,1,0,24,13,0,1,0,1,0,0,0,0,0,0
2,40,1,1,1,0,44,8,1,1,1,0,1,0,0,0,0,0
2,40,0,1,1,0,39,8,-1,0,0,0,0,0,1,0,0,0
2,73,0,1,0,0,32,13,-1,0,0,0,0,0,1,0,0,0
3,73,0,1,1,0,21,18,-1,1,0,0,0,0,1,0,0,0
2,146,0,1,1,0,70,15,-1,1,0,0,1,0,0,0,0,0
3,74,0,0,1,1,38,16,-1,1,0,1,0,0,0,0,0,0
2,145,0,1,0,0,66,21,-1,1,0,1,0,0,0,0,0,0
2,145,0,1,1,1,79,11,-1,1,0,1,0,0,0,0,0,0
2,145,0,1,1,0,76,11,-1,0,0,1,0,0,0,0,0,0
3,49,1,0,0,0,26,7,1,1,1,0,0,1,0,0,0,0
3,49,1,0,0,0,43,7,1,0,1,0,0,0,1,0,0,0
2,49,0,1,1,1,44,11,-1,1,0,1,0,0,0,0,0,0
3,75,0,1,1,1,17,15,-1,1,0,0,0,1,0,0,0,0
4,75,0,1,1,1,21,18,-1,1,0,0,0,0,1,0,0,0
2,139,1,1,1,1,19,9,1,1,1,1,0,0,0,0,0,0
2,139,1,1,1,1,17,9,1,0,1,1,0,0,0,0,0,0
2,139,0,1,0,0,28,19,-1,1,0,1,0,0,0,0,0,0
2,139,1,1,0,1,34,6,0,1,0,0,1,0,0,0,0,0
2,115,0,1,0,0,42,12,-1,1,0,0,1,0,0,0,0,0
5,46,1,1,1,0,27,8,1,1,1,0,0,1,0,0,0,0
5,46,0,1,1,1,66,20,-1,1,0,0,0,0,0,1,0,0
2,40,0,1,1,1,23,11,-1,1,0,1,0,0,0,0,0,0
2,40,1,1,0,0,19,7,1,1,1,0,0,0,1,0,0,0
2,139,1,1,0,1,36,6,0,1,0,1,0,0,0,0,0,0
2,139,1,1,0,0,65,6,0,0,0,1,0,0,0,0,0,0
3,108,0,0,1,0,17,17,-1,1,0,0,0,1,0,0,0,0
2,108,0,1,1,1,19,31,-1,1,0,0,1,0,0,0,0,0
2,108,0,1,1,0,43,31,-1,0,0,0,1,0,0,0,0,0
4,83,0,0,1,1,34,25,-1,1,0,0,0,1,0,0,0,0
4,83,0,1,1,1,48,13,-1,1,0,0,0,0,1,0,0,0
3,69,0,1,1,1,73,13,-1,1,0,0,0,0,1,0,0,0
3,69,0,1,1,0,73,13,-1,0,0,0,0,0,1,0,0,0
3,69,0,1,1,1,20,22,-1,1,0,0,0,0,1,0,0,0
3,40,0,0,1,1,18,38,-1,1,0,0,0,1,0,0,0,0
3,40,0,0,1,0,19,38,-1,0,0,0,0,1,0,0,0,0
3,40,1,1,0,0,17,9,1,0,1,0,0,0,1,0,0,0
2,105,0,0,1,0,17,19,-1,1,0,0,0,0,1,0,0,0
2,105,1,1,0,0,34,11,0,1,0,0,1,0,0,0,0,0
2,70,0,1,0,0,25,14,-1,1,0,1,0,0,0,0,0,0
2,70,0,1,1,1,27,13,-1,1,0,1,0,0,0,0,0,0
2,94,0,1,0,0,20,15,-1,1,0,1,0,0,0,0,0,0
4,50,0,1,1,1,30,19,-1,1,0,0,0,0,1,0,0,0
4,47,0,1,0,1,49,10,-1,1,0,0,0,1,0,0,0,0
4,47,0,1,1,1,19,17,-1,1,0,0,1,0,0,0,0,0
4,128,0,1,1,0,60,19,-1,1,0,0,1,0,0,0,0,0
0,108,1,1,1,0,46,6,0,1,0,1,0,0,0,0,0,0
2,78,0,1,1,0,47,13,-1,1,0,0,0,0,1,0,0,0
2,103,1,1,0,0,16,7,0,1,0,1,0,0,0,0,0,0
2,103,0,1,1,1,31,31,-1,1,0,0,1,0,0,0,0,0
2,65,0,1,1,0,21,19,-1,1,0,1,0,0,0,0,0,0
2,65,0,1,1,1,28,14,-1,1,0,1,0,0,0,0,0,0
4,47,0,0,1,0,73,20,-1,1,0,0,0,0,1,0,0,0
5,47,0,1,1,0,33,15,-1,1,0,0,0,0,1,0,0,0
2,67,0,1,0,0,51,12,-1,1,0,0,0,1,0,0,0,0
2,67,0,1,1,1,53,18,-1,1,0,1,0,0,0,0,0,0
3,89,0,1,0,0,17,17,-1,1,0,0,0,0,1,0,0,0
2,89,1,1,1,1,51,7,1,1,1,0,1,0,0,0,0,0
3,80,1,1,0,1,22,7,1,1,1,1,0,0,0,0,0,0
2,80,0,1,1,0,51,13,-1,1,0,1,0,0,0,0,0,0
2,61,1,1,0,0,50,8,0,1,0,1,0,0,0,0,0,0
2,61,1,1,0,0,53,8,0,0,0,0,1,0,0,0,0,0
3,61,0,1,1,0,38,17,-1,1,0,0,1,0,0,0,0,0
3,133,0,0,1,0,35,10,-1,1,0,1,0,0,0,0,0,0
3,47,0,1,0,0,37,17,-1,1,0,0,0,1,0,0,0,0
3,47,0,1,0,0,16,17,-1,0,0,0,0,1,0,0,0,0
3,47,0,0,1,1,18,14,-1,1,0,1,0,0,0,0,0,0
2,95,0,1,1,0,20,14,-1,1,0,1,0,0,0,0,0,0
2,95,0,1,1,0,20,14,-1,0,0,1,0,0,0,0,0,0
2,95,1,1,1,1,74,7,1,1,1,0,1,0,0,0,0,0
2,101,0,1,1,1,16,21,-1,1,0,1,0,0,0,0,0,0
2,101,0,1,1,1,16,21,-1,0,0,1,0,0,0,0,0,0
4,47,0,1,0,0,39,18,-1,1,0,1,0,0,0,0,0,0
3,47,0,1,1,1,16,12,-1,1,0,1,0,0,0,0,0,0
3,47,0,0,1,1,16,12,-1,0,0,1,0,0,0,0,0,0
2,47,0,1,0,0,62,13,-1,1,0,0,0,0,1,0,0,0
2,47,1,1,1,0,17,16,1,1,1,0,0,1,0,0,0,0
2,47,0,1,1,0,18,16,-1,0,0,0,1,0,0,0,0,0
2,47,0,1,1,1,62,17,-1,1,0,0,0,0,1,0,0,0
2,47,1,1,1,1,35,8,1,1,1,0,0,1,0,0,0,0
2,137,1,0,1,0,53,9,0,1,0,0,0,1,0,0,0,0
2,113,0,1,0,1,17,16,-1,1,0,0,1,0,0,0,0,0
2,113,0,1,0,1,19,16,-1,0,0,0,1,0,0,0,0,0
3,86,1,1,0,1,33,12,1,1,1,0,0,1,0,0,0,0
3,86,1,1,1,0,19,7,1,1,1,1,0,0,0,0,0,0
3,86,1,1,1,0,17,7,1,0,1,0,0,1,0,0,0,0
2,102,1,1,1,1,30,7,0,1,0,1,0,0,0,0,0,0
2,105,0,1,0,1,36,20,-1,1,0,1,0,0,0,0,0,0
2,105,0,1,0,0,36,20,-1,0,0,1,0,0,0,0,0,0
2,124,1,1,0,0,42,8,0,1,0,1,0,0,0,0,0,0
2,124,0,1,1,1,17,12,-1,1,0,1,0,0,0,0,0,0
0,40,1,1,0,1,39,8,0,1,0,0,0,0,1,0,0,0
0,40,1,1,0,0,38,8,0,0,0,1,0,0,0,0,0,0
2,40,0,1,1,0,30,14,-1,1,0,0,0,0,1,0,0,0
3,110,0,0,1,0,49,15,-1,1,0,0,0,1,0,0,0,0
4,110,1,0,0,1,47,8,0,1,0,0,0,1,0,0,0,0
2,40,0,1,1,0,31,13,-1,1,0,0,1,0,0,0,0,0
2,40,1,1,1,0,29,9,1,1,1,0,0,0,1,0,0,0
2,54,1,0,1,0,24,9,1,1,1,0,0,0,1,0,0,0
2,54,0,1,1,1,69,18,-1,1,0,0,0,0,1,0,0,0
2,106,1,1,1,0,26,9,1,1,1,1,0,0,0,0,0,0
2,106,1,1,0,1,45,7,0,1,0,0,1,0,0,0,0,0
2,106,1,1,0,0,43,7,0,0,0,1,0,0,0,0,0,0
2,106,1,1,1,0,37,7,0,1,0,1,0,0,0,0,0,0
2,46,1,0,1,1,26,9,1,1,1,0,0,0,1,0,0,0
2,46,1,1,1,1,25,9,1,0,1,0,0,1,0,0,0,0
2,71,1,0,1,0,31,8,1,1,1,0,0,1,0,0,0,0
2,71,1,0,1,0,22,8,1,0,1,0,0,0,1,0,0,0
3,71,0,0,1,0,21,20,-1,1,0,0,0,0,1,0,0,0
3,71,0,1,0,1,16,19,-1,1,0,0,1,0,0,0,0,0
3,71,0,0,0,1,16,19,-1,0,0,0,0,0,1,0,0,0
3,71,0,1,1,1,57,14,-1,1,0,0,0,1,0,0,0,0
2,102,1,1,1,1,60,8,0,1,0,1,0,0,0,0,0,0
2,102,1,1,1,0,56,8,0,0,0,1,0,0,0,0,0,0
2,94,0,1,0,0,53,13,-1,1,0,0,1,0,0,0,0,0
2,40,1,1,1,0,26,6,1,1,1,0,1,0,0,0,0,0
4,40,1,1,1,0,25,6,1,1,1,0,0,0,1,0,0,0
2,40,1,1,1,1,69,6,1,1,1,0,0,1,0,0,0,0
2,40,1,1,1,0,71,6,1,0,1,0,0,1,0,0,0,0
2,40,1,1,1,1,18,6,1,1,1,1,0,0,0,0,0,0
2,40,1,1,1,1,30,6,1,1,1,1,0,0,0,0,0,0
2,117,0,0,0,0,39,13,-1,1,0,0,0,0,1,0,0,0
3,117,0,1,1,1,16,19,-1,1,0,0,0,0,1,0,0,0
3,137,1,0,1,1,38,9,1,1,1,0,0,0,1,0,0,0
3,123,0,1,0,1,84,26,-1,1,0,0,0,0,1,0,0,0
3,123,1,0,1,0,29,12,1,1,1,0,0,1,0,0,0,0
3,123,0,0,1,0,17,12,-1,0,0,0,0,1,0,0,0,0
4,136,0,0,1,1,58,20,-1,1,0,0,0,0,1,0,0,0
2,84,0,1,1,0,32,11,-1,1,0,0,0,1,0,0,0,0
2,136,0,1,0,1,54,16,-1,1,0,0,0,0,1,0,0,0
2,136,0,1,1,0,16,15,-1,1,0,0,0,1,0,0,0,0
2,136,0,1,1,1,17,15,-1,0,0,1,0,0,0,0,0,0
2,101,0,1,1,0,54,11,-1,1,0,0,0,1,0,0,0,0
3,92,0,0,1,1,55,21,-1,1,0,0,0,1,0,0,0,0
3,92,0,0,1,1,23,21,-1,0,0,0,0,1,0,0,0,0
3,107,0,1,0,1,86,20,-1,1,0,0,0,0,0,1,0,0
3,107,0,0,1,1,57,22,-1,1,0,0,0,0,1,0,0,0
4,102,0,1,1,1,44,11,-1,1,0,0,0,1,0,0,0,0
2,127,1,1,1,1,23,11,1,1,1,0,0,1,0,0,0,0
5,137,1,1,1,1,22,9,1,1,1,0,0,0,1,0,0,0
5,137,0,1,1,1,41,10,-1,1,0,0,0,1,0,0,0,0
2,93,0,1,0,1,85,23,-1,1,0,0,0,0,1,0,0,0
2,93,0,1,1,0,51,15,-1,1,0,0,0,1,0,0,0,0
2,68,0,1,0,1,35,19,-1,1,0,0,0,0,1,0,0,0
2,68,0,1,1,0,42,15,-1,1,0,0,0,0,1,0,0,0
2,68,0,1,1,1,20,15,-1,0,0,0,0,0,1,0,0,0
2,118,1,0,0,0,37,9,0,1,0,0,0,1,0,0,0,0
2,104,1,1,1,0,38,7,1,1,1,1,0,0,0,0,0,0
2,63,0,0,1,1,37,17,-1,1,0,0,0,1,0,0,0,0
2,63,0,0,1,1,22,17,-1,0,0,0,0,0,1,0,0,0
0,63,0,1,0,0,33,26,-1,1,0,0,1,0,0,0,0,0
3,127,0,0,1,0,83,21,-1,1,0,0,0,0,1,0,0,0
3,127,0,1,1,0,63,21,-1,0,0,0,0,0,1,0,0,0
3,148,1,1,0,1,42,7,0,1,0,0,1,0,0,0,0,0
3,108,0,0,1,1,19,18,-1,1,0,1,0,0,0,0,0,0
3,108,0,0,1,0,22,18,-1,0,0,0,0,0,1,0,0,0
2,147,0,0,0,0,38,17,-1,1,0,0,0,0,1,0,0,0
5,145,1,1,1,1,21,7,1,1,1,0,0,0,1,0,0,0
3,142,1,0,1,0,70,12,1,1,1,0,0,0,1,0,0,0
3,142,0,0,1,0,89,12,-1,0,0,0,0,0,1,0,0,0
2,63,0,1,0,0,77,22,-1,1,0,1,0,0,0,0,0,0
2,63,0,1,0,1,83,22,-1,0,0,1,0,0,0,0,0,0
0,63,0,0,1,1,25,17,-1,1,0,0,0,0,1,0,0,0
0,63,0,0,1,1,18,17,-1,0,0,0,0,0,1,0,0,0
0,103,1,1,1,0,24,10,0,1,0,1,0,0,0,0,0,0
0,103,1,1,1,1,25,10,0,0,0,1,0,0,0,0,0,0
3,137,0,0,0,1,19,11,-1,1,0,0,1,0,0,0,0,0
3,137,1,1,1,0,33,8,1,1,1,0,0,0,1,0,0,0
3,137,1,1,1,1,42,8,1,0,1,0,1,0,0,0,0,0
2,60,1,1,1,1,71,7,0,1,0,1,0,0,0,0,0,0
2,60,1,1,1,1,30,7,0,0,0,1,0,0,0,0,0,0
3,144,1,1,1,0,74,10,1,1,1,0,0,0,1,0,0,0
3,144,1,1,1,1,16,8,1,1,1,0,0,0,1,0,0,0
2,136,0,1,0,0,76,14,-1,1,0,0,0,0,1,0,0,0
5,143,1,1,1,1,25,7,1,1,1,1,0,0,0,0,0,0
5,143,1,0,1,0,43,7,1,0,1,0,0,0,1,0,0,0
4,143,0,1,0,0,47,18,-1,1,0,0,0,0,1,0,0,0
4,143,0,1,0,0,18,18,-1,0,0,0,0,0,1,0,0,0
4,143,1,1,1,0,18,6,1,1,1,0,0,1,0,0,0,0
2,120,0,1,0,1,17,13,-1,1,0,1,0,0,0,0,0,0
2,120,1,1,1,0,17,6,0,1,0,0,1,0,0,0,0,0
2,120,1,1,1,0,16,6,0,0,0,1,0,0,0,0,0,0
2,40,1,0,1,1,21,6,1,1,1,1,0,0,0,0,0,0
2,40,1,0,1,1,26,6,1,0,1,1,0,0,0,0,0,0
3,99,0,1,1,1,31,18,-1,1,0,1,0,0,0,0,0,0
3,99,0,1,1,1,25,18,-1,0,0,1,0,0,0,0,0,0
3,72,0,0,1,1,23,26,-1,1,0,0,0,0,1,0,0,0
3,72,0,0,0,1,52,17,-1,1,0,0,0,0,1,0,0,0
2,75,0,0,1,1,28,22,-1,1,0,0,0,0,1,0,0,0
2,75,0,1,0,1,65,11,-1,1,0,1,0,0,0,0,0,0
2,75,0,1,0,0,61,11,-1,0,0,1,0,0,0,0,0,0
2,75,0,1,1,0,73,15,-1,1,0,0,0,0,1,0,0,0
5,65,1,1,0,1,21,7,0,1,0,0,0,1,0,0,0,0
4,65,1,0,1,1,47,9,1,1,1,0,0,1,0,0,0,0
4,65,1,1,1,0,47,9,1,0,1,0,0,0,1,0,0,0
3,65,1,1,0,0,73,9,0,1,0,0,0,0,1,0,0,0
3,65,1,1,1,0,16,11,1,1,1,0,1,0,0,0,0,0
3,65,0,1,1,1,18,11,-1,0,0,1,0,0,0,0,0,0
2,57,1,1,1,0,18,13,1,1,1,1,0,0,0,0,0,0
2,57,0,0,1,0,18,13,-1,0,0,0,0,0,1,0,0,0
2,57,1,1,0,1,18,9,1,1,1,0,0,1,0,0,0,0
2,66,0,1,1,1,38,13,-1,1,0,1,0,0,0,0,0,0
2,57,1,1,0,1,65,6,0,1,0,0,0,0,1,0,0,0
2,135,1,1,0,0,41,7,0,1,0,0,0,0,1,0,0,0
2,106,0,1,0,0,30,22,-1,1,0,0,0,1,0,0,0,0
2,106,0,0,0,0,41,22,-1,0,0,0,1,0,0,0,0,0
2,56,0,1,0,1,34,17,-1,1,0,1,0,0,0,0,0,0
3,104,0,1,1,0,63,12,-1,1,0,0,0,0,1,0,0,0
3,104,0,0,1,0,62,12,-1,0,0,0,0,0,1,0,0,0
2,87,1,1,0,1,37,7,0,1,0,0,0,1,0,0,0,0
2,87,1,1,0,0,30,7,0,0,0,1,0,0,0,0,0,0
2,87,0,1,1,1,26,16,-1,1,0,0,0,1,0,0,0,0
2,87,0,0,1,1,34,16,-1,0,0,0,0,0,1,0,0,0
2,118,0,1,0,0,18,16,-1,1,0,0,0,0,1,0,0,0
2,73,0,1,0,0,72,14,-1,1,0,0,0,0,1,0,0,0
2,73,1,1,1,0,68,10,1,1,1,0,0,1,0,0,0,0
2,73,0,1,1,1,75,10,-1,0,0,0,0,1,0,0,0,0
2,142,1,1,0,1,82,14,0,1,0,0,0,1,0,0,0,0
2,142,1,1,0,0,83,14,0,0,0,0,0,1,0,0,0,0
0,142,0,0,1,0,30,10,-1,1,0,0,0,1,0,0,0,0
3,78,1,1,1,1,60,7,1,1,1,0,0,1,0,0,0,0
3,78,1,1,1,0,71,7,1,0,1,0,0,0,1,0,0,0
3,115,1,1,1,1,21,7,1,1,1,0,0,1,0,0,0,0
2,115,0,0,1,1,29,12,-1,1,0,0,0,1,0,0,0,0
2,115,0,0,1,1,26,12,-1,0,0,0,0,1,0,0,0,0
3,59,0,1,1,1,18,26,-1,1,0,0,0,1,0,0,0,0
2,114,0,1,1,1,73,16,-1,1,0,1,0,0,0,0,0,0
2,114,0,1,1,0,71,16,-1,0,0,1,0,0,0,0,0,0
5,59,0,0,1,1,24,10,-1,1,0,0,0,0,1,0,0,0
5,59,0,0,0,0,74,15,-1,1,0,0,0,0,0,1,0,0
2,57,1,1,0,0,69,8,0,1,0,0,0,0,1,0,0,0
4,56,0,1,1,1,44,27,-1,1,0,0,0,0,1,0,0,0
4,86,1,0,1,1,18,9,0,1,0,0,0,0,0,1,0,0
4,57,0,0,1,1,43,19,-1,1,0,0,0,0,1,0,0,0
4,57,1,1,0,1,39,6,0,1,0,0,0,0,1,0,0,0
4,57,1,1,0,1,32,6,0,0,0,0,0,0,1,0,0,0
3,75,1,1,1,0,31,11,1,1,1,0,0,0,1,0,0,0
2,56,0,1,0,0,19,24,-1,1,0,0,0,0,1,0,0,0
